"","GTEX.111VG.0526.SM.5N9BW","GTEX.117XS.0526.SM.5987Q","GTEX.11GSO.0626.SM.5A5LW","GTEX.11NV4.0626.SM.5N9BR","GTEX.132NY.1026.SM.5P9IY","GTEX.13NZ9.1126.SM.5MR37","GTEX.13O21.2226.SM.5MR3L","GTEX.13O3P.0726.SM.5J2OM","GTEX.14ABY.0926.SM.5Q5DY","GTEX.14AS3.0226.SM.5Q5B6","GTEX.14BMU.0226.SM.5S2QA","GTEX.PLZ4.1226.SM.2I5FE","GTEX.R55G.0726.SM.2TC6J","GTEX.WOFL.0726.SM.3MJG4","GTEX.WYBS.1926.SM.3NM8N","GTEX.YFC4.2626.SM.5P9FQ","GTEX.ZLWG.0526.SM.4WWFB","GTEX.ZPCL.0126.SM.4WWC8","GTEX.ZYY3.1926.SM.5GZXS","GTEX.ZZ64.0126.SM.5GZXA"
"ENSG00000207056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237402",2,1,2,3,1,1,1,3,4,0,2,0,0,3,0,1,2,0,1,0
"ENSG00000237728",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0
"ENSG00000225126",5,0,0,0,3,3,0,0,0,0,1,1,0,0,2,2,1,2,5,0
"ENSG00000270171",14,10,4,10,12,11,6,5,18,6,6,3,4,14,4,19,2,3,14,2
"ENSG00000270035",31,20,0,7,8,12,5,9,11,8,3,12,4,8,0,26,6,8,8,10
"ENSG00000269978",29,7,4,9,12,13,7,12,2,4,2,13,0,11,16,9,5,12,19,3
"ENSG00000049245",3610,4079,5162,3658,4480,5407,4820,3911,8929,3370,3022,7399,1044,6441,7567,6342,5756,5023,4402,4975
"ENSG00000269925",44,43,9,47,44,58,48,74,58,53,27,87,13,58,55,132,17,25,30,36
"ENSG00000049246",3687,674,2554,3052,3127,1604,630,3297,7519,5318,794,5164,252,1861,3487,2003,1442,1208,1007,1494
"ENSG00000236266",85,8,7,27,24,19,5,28,54,60,6,31,1,22,13,15,8,14,8,9
"ENSG00000049247",43,5,1,13,3,124,0,5,32,14,6,0,2,2,2,305,17,10,6,0
"ENSG00000049249",47,8,0,85,6,47,8,9,6,32,41,1,12,6,3,198,2,0,4,0
"ENSG00000270330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116288",5256,6097,8824,6736,10076,9116,10748,5792,13209,4258,7690,8179,1693,8680,16561,10473,17764,13976,6910,11230
"ENSG00000200344",1,0,0,2,1,0,3,1,1,2,0,0,1,1,2,2,0,0,0,0
"ENSG00000116285",7417,29150,14771,6372,7627,4325,9267,16168,5703,4524,3732,28179,1773,15005,12628,5801,11967,5332,7689,20859
"ENSG00000238290",53,52,194,52,128,30,57,59,87,51,17,189,12,24,47,83,18,41,41,36
"ENSG00000232848",0,0,7,0,2,2,0,3,1,9,4,24,0,0,2,1,4,1,1,8
"ENSG00000229305",2,2,2,2,3,4,0,0,2,0,0,1,0,0,0,1,0,0,1,0
"ENSG00000200975",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000227634",7,3,21,3,3,0,0,2,2,5,2,2,0,0,0,3,2,0,2,0
"ENSG00000233645",0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,1,0
"ENSG00000265414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000251977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162426",275,146,64,123,206,264,370,200,292,124,177,165,63,375,241,244,412,424,194,274
"ENSG00000252254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ENSG00000142599",10147,8612,16625,10856,18167,22220,19969,16364,15205,14330,13646,26758,3584,18106,17938,17893,25285,17027,10585,22723
"ENSG00000232912",43,14,17,53,29,67,45,30,20,33,27,55,8,44,44,80,21,13,55,38
"ENSG00000221083",7,1,1,0,0,0,2,2,0,0,0,4,0,2,1,0,1,0,1,0
"ENSG00000270282",1,2,3,0,7,1,0,1,0,0,0,4,0,0,0,5,0,0,2,0
"ENSG00000234619",0,0,1,0,3,4,0,4,1,0,0,10,0,3,1,3,3,0,0,1
"ENSG00000224315",1,0,1,0,4,1,1,3,0,0,0,11,0,0,4,3,3,2,0,1
"ENSG00000222511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"ENSG00000226545",0,0,1,0,1,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0
"ENSG00000228423",2,0,1,0,1,1,0,0,0,0,0,0,1,0,2,2,2,0,0,0
"ENSG00000229716",0,0,0,1,1,2,3,0,1,1,0,0,0,0,1,0,2,0,0,1
"ENSG00000074800",14630,13231,12323,19490,22983,23088,30174,18976,22913,10343,22791,19166,7179,34400,39227,32133,53375,42704,20562,39269
"ENSG00000236269",12,5,0,6,6,6,6,14,0,3,5,1,1,20,4,13,4,7,1,15
"ENSG00000230679",16,13,15,4,40,10,22,7,33,9,6,21,1,9,41,15,42,14,18,18
"ENSG00000201725",0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0
"ENSG00000238249",0,2,1,2,3,2,5,2,2,0,2,1,1,2,5,17,1,5,1,3
"ENSG00000232208",2,0,0,2,2,2,0,1,0,0,0,1,0,0,0,46,0,0,0,0
"ENSG00000232663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000131686",0,0,2,1,0,7,4,0,0,0,0,5,0,1,0,24,3,0,0,7
"ENSG00000265141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197241",2,10,11,0,7,3,6,0,12,6,4,0,0,5,0,1,9,14,1,12
"ENSG00000142583",228,57,11,1408,62,739,40,55,66,61,370,73,211,234,104,1663,264,50,291,45
"ENSG00000252404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"ENSG00000180758",845,616,438,814,912,822,1051,586,459,693,735,1154,308,614,1160,1387,1544,790,635,836
"ENSG00000207865",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1
"ENSG00000228526",6,0,9,3,5,2,6,0,0,2,2,11,1,2,4,2,6,8,8,2
"ENSG00000234546",143,29,55,25,50,60,37,33,42,27,47,112,13,50,89,45,84,39,77,42
"ENSG00000049239",5563,4113,7545,5417,6166,10301,8494,7647,6848,4778,6265,8357,2593,8568,9694,12553,9684,7135,7553,10157
"ENSG00000252841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000171621",1986,3742,1526,1946,1599,2448,3331,2454,1740,1202,2294,2374,716,3203,4105,2791,3975,4784,2755,5326
"ENSG00000252956",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235263",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000171612",238,580,646,523,603,515,737,337,848,320,494,615,118,475,1081,520,1118,1110,453,1065
"ENSG00000231181",12,11,0,2,11,11,26,26,13,6,10,23,2,11,10,9,21,16,9,23
"ENSG00000188807",1121,724,969,1148,1550,1696,1416,900,1158,1076,970,770,291,1062,1248,1758,1450,1333,806,1158
"ENSG00000171608",3699,958,792,7529,1518,8031,1295,1994,1246,2584,3374,1842,1532,1426,1972,16423,1171,1453,3251,1166
"ENSG00000179840",6,0,0,28,0,7,4,0,2,0,4,1,4,0,1,47,4,0,5,0
"ENSG00000233268",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"ENSG00000231789",154,100,224,170,199,229,137,105,288,138,81,221,51,104,395,236,149,132,135,132
"ENSG00000171603",8819,9058,11512,9272,9958,13489,10075,7541,18188,6977,7979,11779,2605,8317,14150,12981,12847,12100,7085,9424
"ENSG00000271264",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000178585",1345,1240,2978,1634,1982,1677,2784,1226,2491,878,1912,2338,560,1479,5345,1955,3411,2722,1569,3133
"ENSG00000162441",555,592,655,619,738,842,823,499,1245,586,669,1063,196,779,973,1087,1160,837,669,689
"ENSG00000228150",9,1,3,5,5,1,19,4,14,2,0,3,2,8,13,7,5,10,3,5
"ENSG00000173614",503,336,422,489,1093,683,895,475,834,549,503,718,191,706,955,863,703,894,402,785
"ENSG00000202415",2,1,5,5,9,0,4,5,6,5,6,2,2,10,5,0,1,1,2,4
"ENSG00000265521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162444",851,768,565,548,1106,899,885,483,1715,687,421,2602,151,1090,1856,525,1275,1306,1618,734
"ENSG00000225786",0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0
"ENSG00000130939",2706,2502,5016,2888,4473,5337,5012,4700,4734,3640,3540,8594,1036,3691,6969,4957,5358,4642,3976,4553
"ENSG00000224340",0,0,0,0,0,1,6,0,0,2,1,1,0,0,0,1,0,0,3,0
"ENSG00000233623",4,0,4,1,2,3,1,1,3,2,3,0,4,0,5,5,1,2,0,4
"ENSG00000201746",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"ENSG00000054523",3277,3832,3697,3261,4459,4627,6061,4523,5425,2568,3114,5453,1163,5210,7107,4038,5717,4824,2717,6519
"ENSG00000264881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199562",0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,1,0,1,2
"ENSG00000265945",1,1,0,2,4,1,3,3,0,9,3,3,4,2,3,3,0,3,2,11
"ENSG00000142657",2525,3337,5937,3798,5794,4548,7526,2795,7661,2973,5001,5026,918,5352,8724,5811,14158,8332,3691,8045
"ENSG00000271989",0,0,4,0,0,0,0,0,2,0,0,2,0,0,0,1,4,0,0,0
"ENSG00000175279",422,500,1106,521,802,762,670,349,1176,584,475,925,127,486,978,691,1010,875,693,558
"ENSG00000241563",58,48,129,71,106,144,90,51,115,94,54,129,21,89,65,88,98,88,91,54
"ENSG00000160049",1380,1129,1548,1558,1970,2682,2090,1567,2654,1546,1487,3173,577,2083,2505,2827,2508,2453,1561,1690
"ENSG00000142655",1260,1038,1329,1209,1527,1576,1509,979,1361,857,1064,1133,325,1199,1779,1928,2080,1483,915,1447
"ENSG00000243267",1,1,0,3,5,3,2,5,3,4,2,3,0,0,1,4,5,2,0,3
"ENSG00000130940",692,1137,563,743,1195,1007,1300,1541,545,964,718,937,196,735,1335,869,935,787,533,1169
"ENSG00000272078",153,267,43,145,208,171,189,302,58,90,110,91,52,230,250,171,126,78,90,203
"ENSG00000225158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175262",32,34,19,117,48,51,41,13,39,82,60,31,21,12,15,138,19,19,6,4
"ENSG00000215785",4,0,1,3,7,3,1,0,1,0,2,8,0,4,2,2,0,0,0,0
"ENSG00000264181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000120948",11310,9489,9823,13919,15902,15003,12757,14903,12553,10628,10241,17647,3802,15662,16689,25752,16192,11049,10415,14376
"ENSG00000009724",178,60,112,147,273,331,225,323,154,372,253,401,157,249,118,600,292,164,178,230
"ENSG00000271895",611,340,663,978,690,822,503,759,527,952,350,945,205,715,721,1342,475,394,708,452
"ENSG00000116649",1893,1055,1317,2978,2657,3436,2194,1933,1318,865,2455,1172,700,4671,2813,4017,3639,2801,2048,2179
"ENSG00000171824",3798,2949,3455,4679,4138,5518,4220,3659,3630,3102,2845,4172,1280,5346,4863,7983,4153,3618,3873,3996
"ENSG00000226849",450,254,119,465,522,611,439,328,263,302,112,384,154,644,354,811,246,206,329,298
"ENSG00000230337",6,3,4,4,5,3,6,2,7,4,3,2,1,5,0,5,3,2,4,5
"ENSG00000198793",2945,2756,4761,4611,5266,6084,5174,2813,4563,2489,4137,4812,1453,6101,6115,7600,6673,5254,3821,5134
"ENSG00000225602",0,0,0,0,1,0,1,1,1,0,0,0,2,0,0,3,0,2,0,4
"ENSG00000253086",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000271794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000171819",30,75,4,12,12,163,10,15,10,26,7,21,66,19,41,18,21,64,100,168
"ENSG00000207451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238173",0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0
"ENSG00000120942",622,449,1121,828,749,1241,1007,590,1137,848,1121,856,318,619,1042,1696,1635,1302,714,1270
"ENSG00000238199",0,1,2,0,0,2,1,0,3,2,3,0,0,2,0,6,1,1,0,1
"ENSG00000224338",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204624",26,3,4,27,15,37,24,22,5,4,18,27,17,8,2,51,8,12,24,24
"ENSG00000235643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116661",493,469,975,977,413,1266,387,513,838,523,472,776,107,284,1427,1146,789,865,394,539
"ENSG00000132879",4648,3645,4873,5762,5050,7928,3443,6925,4644,5325,2796,6568,1185,5240,6539,9744,4344,4036,4329,2963
"ENSG00000116663",632,358,682,632,426,807,444,361,424,373,565,568,124,500,822,1066,699,662,433,498
"ENSG00000116670",763,547,830,931,724,1203,511,967,749,621,640,850,241,1441,1180,1605,961,1053,1143,508
"ENSG00000162490",60,3,10,24,11,14,4,5,11,16,12,4,4,4,11,75,10,7,31,1
"ENSG00000177674",1955,1424,1967,2291,2870,2155,2215,2369,2679,1467,1857,2388,523,3034,4188,2672,2848,2701,2270,2340
"ENSG00000215910",6,3,0,8,1,0,3,2,2,1,5,1,0,4,2,12,4,3,11,4
"ENSG00000177553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000177000",2889,2285,3014,3286,4722,4037,4003,2458,3505,2011,2672,3576,1081,5248,6549,5176,5476,3749,3413,5650
"ENSG00000011021",3459,3779,3767,3682,5140,5287,4664,4440,3447,3070,2224,6191,1119,5385,4850,5559,3503,3149,3161,4129
"ENSG00000242349",217,68,51,162,115,208,158,121,80,111,64,78,61,239,154,299,138,82,202,127
"ENSG00000175206",89,297,112,87,31,78,59,285,103,48,47,30,20,75,77,85,41,614,126,147
"ENSG00000120937",2,63,7,2,2,0,2,27,11,0,2,36,8,6,6,4,6,54,2,1
"ENSG00000224904",0,1,0,2,18,5,1,5,0,0,6,3,2,5,2,6,6,5,2,4
"ENSG00000199347",2,0,11,0,2,2,0,1,0,1,3,0,0,3,0,3,1,1,0,0
"ENSG00000201801",0,0,5,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
"ENSG00000116685",2699,2481,4385,3312,3978,4530,3600,2064,4495,2593,3761,3469,1025,2664,5731,5301,5117,4805,2498,3529
"ENSG00000083444",2365,3028,6859,3212,6419,6018,5391,3727,5846,4249,5922,7655,1262,8210,7603,4686,7148,7540,2870,3856
"ENSG00000116688",5886,7324,12419,6503,9744,9152,11635,5448,10199,5753,7933,12196,2024,8188,14261,8660,14900,11464,7229,12478
"ENSG00000270914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116691",1970,1432,2936,2716,2467,3861,2324,2034,1446,1872,1868,2833,539,3328,3045,5001,2169,2058,2057,1474
"ENSG00000202461",5,1,0,4,2,7,8,13,0,1,2,4,2,5,4,3,0,1,1,1
"ENSG00000243539",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
"ENSG00000120949",32,26,12,174,23,94,30,32,12,34,60,32,32,56,19,294,40,26,47,9
"ENSG00000201135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227875",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
"ENSG00000028137",3738,1169,808,4262,1640,4618,1742,3138,1177,1553,4282,2349,1278,4768,1940,8540,2810,1762,2178,2155
"ENSG00000263676",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000225196",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0
"ENSG00000252969",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000048707",5155,6070,13500,5403,9341,10374,12273,16930,11379,6137,8004,13459,2749,8829,14000,9022,18216,12102,5604,19845
"ENSG00000239149",14,12,11,13,15,25,14,69,6,14,18,15,5,19,10,23,29,18,9,32
"ENSG00000229484",1,0,3,1,2,2,1,1,2,2,10,4,0,2,0,15,7,0,1,2
"ENSG00000162496",5524,5585,17399,3292,7310,6327,13588,13804,5500,6290,12473,20420,2573,5019,14339,6570,15641,12756,5475,19615
"ENSG00000221340",2,4,0,0,0,0,2,5,1,1,1,8,3,0,2,2,11,1,0,5
"ENSG00000272482",15,14,23,5,35,17,24,111,11,22,10,92,8,16,28,14,49,33,15,52
"ENSG00000204518",0,0,0,3,2,0,1,0,2,2,0,2,2,0,0,0,2,0,0,6
"ENSG00000226166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000188984",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000238771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000157330",4,35,0,37,96,2,2,2,20,0,1,0,1,0,0,44,0,0,11,0
"ENSG00000116726",0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000116721",0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000228338",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1
"ENSG00000204513",0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231103",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179172",2,4,2,2,0,3,0,4,1,2,3,4,0,6,4,4,2,0,2,2
"ENSG00000120952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000187545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000204510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207434",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000250894",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204508",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000239810",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000250113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229978",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000236179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179412",1,0,0,0,0,1,0,0,1,0,3,0,0,1,2,2,1,0,0,0
"ENSG00000224199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"ENSG00000229571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204502",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204495",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204488",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000204486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000157358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204480",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162494",0,5,1,0,4,8,0,0,4,0,0,0,0,2,2,4,0,13,0,0
"ENSG00000259961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162493",321,629,15,429,516,1064,607,685,1336,637,231,609,168,947,712,720,446,1765,428,807
"ENSG00000222952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237445",0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000253085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116731",4244,5671,6450,5632,5797,7899,5910,7417,6185,5680,4702,9252,1849,6366,7252,11199,5995,5058,4597,6489
"ENSG00000252151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231606",0,0,1,0,0,0,1,0,0,0,3,0,0,5,0,0,2,3,2,1
"ENSG00000234593",0,0,0,4,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000189337",1964,1141,1707,974,2938,2621,2424,1945,2305,1715,851,1203,380,2629,1473,1847,2503,1989,1562,2143
"ENSG00000235829",0,0,0,0,2,0,0,2,0,0,0,0,0,2,2,0,1,0,0,0
"ENSG00000175147",11,9,2,5,6,6,12,14,5,18,7,18,5,10,10,20,16,6,10,3
"ENSG00000171729",775,478,166,631,478,462,438,325,477,400,645,338,160,268,484,894,463,525,415,435
"ENSG00000204464",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"ENSG00000215720",0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
"ENSG00000142621",110,160,28,195,420,137,129,87,133,61,59,64,27,216,41,306,165,71,59,139
"ENSG00000233485",35,115,42,55,115,156,97,81,130,38,41,38,18,89,58,157,107,135,36,131
"ENSG00000236045",10,8,2,0,14,11,6,4,11,3,4,0,0,8,8,15,18,6,1,15
"ENSG00000228140",4,8,6,0,18,20,7,19,18,33,8,47,3,19,9,40,28,5,9,13
"ENSG00000142634",4428,2591,2459,8217,8275,4965,3622,4343,4126,2747,4089,2561,1146,7064,6118,11910,5530,4046,3917,4623
"ENSG00000162438",27,20,60,82,228,8,4,15,79,36,62,17,4,139,33,65,64,48,16,5
"ENSG00000142615",3,3,53,5,6,6,0,1,70,7,20,5,4,13,16,13,56,41,1,0
"ENSG00000215704",6,3,8,2,2,1,5,3,13,7,10,1,0,3,10,7,18,5,0,6
"ENSG00000132906",2050,3180,3510,2598,3733,2420,2510,3176,2537,2303,1482,3737,514,3401,5514,4701,3731,1658,1473,1369
"ENSG00000116138",1517,1044,1251,1846,2074,2708,2209,1935,1683,1548,1387,1906,568,1771,1912,3191,1987,1614,1353,1712
"ENSG00000251866",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000272510",6,3,1,5,4,10,7,11,4,5,4,4,4,3,0,12,4,1,0,1
"ENSG00000116771",43,21,8,121,85,73,50,16,67,42,88,24,42,34,33,311,39,41,35,11
"ENSG00000237301",12,8,24,42,90,74,46,53,27,40,35,50,17,53,40,132,22,38,30,24
"ENSG00000235084",7,29,21,21,29,32,25,25,53,16,14,41,10,10,51,36,34,50,19,15
"ENSG00000252417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236500",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
"ENSG00000197312",2429,1444,1863,3198,3413,3141,2548,2638,2593,1970,1898,3027,657,3370,2912,4543,2244,1779,2066,2358
"ENSG00000271742",0,3,1,0,0,0,4,2,2,1,2,3,1,3,0,0,0,2,0,1
"ENSG00000116786",5446,3762,6231,5632,5050,8302,6184,5959,4443,3778,5907,6982,1868,8145,9077,9603,7828,7229,5343,7033
"ENSG00000237938",14,18,12,16,32,28,28,34,10,22,33,46,13,25,12,40,21,22,14,29
"ENSG00000162461",412,233,653,313,639,958,622,1228,252,699,329,1352,115,999,603,1247,378,349,257,421
"ENSG00000162460",0,0,0,0,5,1,3,0,3,0,0,0,1,5,3,2,1,0,0,3
"ENSG00000224459",2,0,0,4,2,0,0,1,1,0,0,0,0,5,2,0,2,2,0,2
"ENSG00000162458",1892,1176,1702,1669,1991,3238,2489,2126,2274,1289,1628,2991,711,8239,3231,2443,3010,3280,1839,2875
"ENSG00000224321",3,5,1,2,6,5,4,5,2,2,0,7,1,1,4,4,3,3,4,2
"ENSG00000233954",149,167,215,176,185,250,118,125,284,166,115,300,68,242,293,344,360,206,199,269
"ENSG00000178715",18,16,17,12,29,33,11,13,13,20,4,11,7,13,19,48,7,6,7,1
"ENSG00000179743",412,355,590,416,580,756,432,404,518,547,264,563,153,425,623,1211,526,547,522,457
"ENSG00000065526",5680,7905,8909,7929,9062,15634,11628,13265,9277,7356,9703,16606,3334,10920,11876,14728,11419,9293,6467,13474
"ENSG00000238818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270620",3,0,1,3,4,0,0,0,4,0,0,1,0,0,0,3,0,0,2,1
"ENSG00000116809",3297,2438,2861,4122,3832,5289,3366,3713,2289,2468,2422,2603,1001,4424,4032,5798,3337,2859,2862,2940
"ENSG00000234607",2,0,0,1,1,0,0,3,0,0,2,2,1,0,16,3,2,0,2,0
